onset	duration	trial_type	file
339.674	0.5008616780045352	artificial	nvoc59
340.1748616780045	4.274138321995499	ITI	Rien
344.449	0.5	non_speech	voc61
344.949	4.593999999999994	ITI	Rien
349.543	0.5	non_speech	voc60
350.043	4.353999999999985	ITI	Rien
354.397	0.5004081632653061	animal	nvoc6
354.8974081632653	4.593591836734688	ITI	Rien
359.491	0.5	emotional	10_fear
359.991	4.2760000000000105	ITI	Rien
364.267	0.5	speech	voc15
364.767	4.7520000000000095	ITI	Rien
369.519	0.5	non_speech	voc59
370.019	4.433999999999969	ITI	Rien
374.453	0.5	artificial	nvoc57
374.953	4.434000000000026	ITI	Rien
379.387	0.5	speech	voc14
379.887	4.673999999999978	ITI	Rien
384.561	0.5005895691609977	environmental	nvoc32
385.06158956916096	4.353410430839044	ITI	Rien
389.415	0.5002721088435375	animal	nvoc5
389.91527210884357	4.672727891156464	ITI	Rien
394.588	0.5009523809523809	environmental	nvoc31
395.0889523809524	4.196047619047622	ITI	Rien
399.285	0.5	non_speech	voc58
399.785	4.9909999999999854	ITI	Rien
