onset	duration	trial_type	file	expected_answer	answer	reaction_time
175.92271428571428	0.9542857142857315	answer	Rien	-3	3	0.9542857142857315
176.877	8.318999999999988	ITI	Rien	0	0	0.0
185.196	0.6852380952380952	betty	214_mardi	0	0	0.0
185.8812380952381	1.0557619047619085	answer	Rien	-2	2	1.0557619047619085
186.937	8.844999999999999	ITI	Rien	0	0	0.0
195.782	0.5778684807256236	chloe	233_partie	0	0	0.0
196.35986848072562	0.5691315192743787	answer	Rien	-3	3	0.5691315192743787
196.929	7.925999999999988	ITI	Rien	0	0	0.0
204.855	0.4849206349206349	betty	214_voyelle	0	0	0.0
205.33992063492062	0.7150793650793901	answer	Rien	-2	1	0.7150793650793901
206.055	8.74799999999999	ITI	Rien	0	0	0.0
214.803	0.7290702947845805	anne	182_jeudi	0	0	0.0
215.53207029478457	1.2849297052154327	answer	Rien	-1	1	1.2849297052154327
216.817	8.252999999999986	ITI	Rien	0	0	0.0
225.07	0.5675963718820861	betty	214_lundi	0	0	0.0
225.63759637188207	0.8834036281179181	answer	Rien	-2	3	0.8834036281179181
226.521	7.382000000000005	ITI	Rien	0	0	0.0
233.903	0.8059410430839002	chloe	233_mardi	0	0	0.0
234.70894104308388	0.48405895691612955	answer	Rien	-3	3	0.48405895691612955
235.193	8.181999999999988	ITI	Rien	0	0	0.0
243.375	0.4	chloe	233_pouvez	0	0	0.0
243.775	1.2659999999999911	answer	Rien	-3	1	1.2659999999999911
245.041	7.564999999999998	ITI	Rien	0	0	0.0
252.606	0.6878231292517006	anne	182_lundi	0	0	0.0
253.2938231292517	1.20917687074828	answer	Rien	-1	1	1.20917687074828
254.503	7.175999999999988	ITI	Rien	0	0	0.0
261.679	0.6545351473922902	betty	214_jeudi	0	0	0.0
262.33353514739224	1.0954648526077335	answer	Rien	-2	1	1.0954648526077335
263.429	8.198000000000036	ITI	Rien	0	0	0.0
271.627	0.4672789115646258	betty	214_quatre	0	0	0.0
272.09427891156463	1.0787210884353726	answer	Rien	-2	1	1.0787210884353726
273.173	8.08499999999998	ITI	Rien	0	0	0.0
281.258	0.4461678004535147	anne	182_penser	0	0	0.0
281.7041678004535	0.844832199546488	answer	Rien	-1	1	0.844832199546488
282.549	7.383000000000038	ITI	Rien	0	0	0.0
289.932	0.7373015873015873	chloe	233_jeudi	0	0	0.0
290.6693015873016	0.3416984126984062	answer	Rien	-3	3	0.3416984126984062
291.011	6.9599999999999795	ITI	Rien	0	0	0.0
297.971	0.464625850340136	chloe	233_penser	0	0	0.0
298.43562585034016	0.6273741496598291	answer	Rien	-3	1	0.6273741496598291
299.063	9.971000000000004	ITI	Rien	0	0	0.0
309.034	0.6176643990929706	anne	182_quatre	0	0	0.0
309.65166439909297	0.29333560090702804	answer	Rien	-1	1	0.29333560090702804
309.945	8.081000000000017	ITI	Rien	0	0	0.0
318.026	0.317687074829932	betty	214_hallo	0	0	0.0
318.3436870748299	0.7473129251700925	answer	Rien	-2	3	0.7473129251700925
319.091	8.48599999999999	ITI	Rien	0	0	0.0
327.577	0.7879138321995465	chloe	233_neutre	0	0	0.0
328.36491383219953	0.24208616780049397	answer	Rien	-3	1	0.24208616780049397
328.607	8.519999999999982	ITI	Rien	0	0	0.0
337.127	0.4126303854875283	anne	182_toussez	0	0	0.0
337.53963038548756	0.9293696145124386	answer	Rien	-1	2	0.9293696145124386
338.469	6.139999999999986	ITI	Rien	0	0	0.0
