onset	duration	trial_type	file	expected_answer	answer	reaction_time
252.4540612244898	2.4029387755101936	answer	Rien	-1	1	2.4029387755101936
254.857	6.345999999999975	ITI	Rien	0	0	0.0
261.203	0.464625850340136	chloe	233_penser	0	0	0.0
261.66762585034013	1.1073741496598473	answer	Rien	-3	1	1.1073741496598473
262.775	8.854000000000042	ITI	Rien	0	0	0.0
271.629	0.5675963718820861	betty	214_lundi	0	0	0.0
272.1965963718821	1.0004036281179083	answer	Rien	-2	3	1.0004036281179083
273.197	9.096000000000004	ITI	Rien	0	0	0.0
282.293	0.7115419501133787	chloe	233_voyelle	0	0	0.0
283.0045419501134	0.1944580498866344	answer	Rien	-3	3	0.1944580498866344
283.199	7.132000000000005	ITI	Rien	0	0	0.0
290.331	0.4651927437641724	anne	182_hallo	0	0	0.0
290.7961927437642	2.1848072562357856	answer	Rien	-1	2	2.1848072562357856
292.981	6.184000000000026	ITI	Rien	0	0	0.0
299.165	0.7879138321995465	chloe	233_neutre	0	0	0.0
299.95291383219956	0.4400861678004162	answer	Rien	-3	1	0.4400861678004162
300.393	8.721000000000004	ITI	Rien	0	0	0.0
309.114	0.317687074829932	betty	214_hallo	0	0	0.0
309.4316870748299	1.089312925170134	answer	Rien	-2	2	1.089312925170134
310.521	7.425999999999988	ITI	Rien	0	0	0.0
317.947	0.7290702947845805	anne	182_jeudi	0	0	0.0
318.6760702947846	1.1509297052153897	answer	Rien	-1	1	1.1509297052153897
319.827	7.829999999999984	ITI	Rien	0	0	0.0
327.657	0.8311337868480726	chloe	233_francais	0	0	0.0
328.48813378684804	0.6408662131519804	answer	Rien	-3	1	0.6408662131519804
329.129	7.759999999999991	ITI	Rien	0	0	0.0
336.889	0.6468934240362811	anne	182_voyelle	0	0	0.0
337.5358934240363	1.1951065759636776	answer	Rien	-1	1	1.1951065759636776
338.731	5.877999999999986	ITI	Rien	0	0	0.0
