onset	duration	trial_type	file	expected_answer	answer	reaction_time
0.0	2.069	ITI	Rien	0	0	0.0
2.069	0.6852380952380952	betty	214_mardi	0	0	0.0
2.754238095238095	0.812761904761905	answer	Rien	-2	1	0.812761904761905
3.567	7.972999999999999	ITI	Rien	0	0	0.0
11.54	0.6693197278911565	anne	182_francais	0	0	0.0
12.209319727891156	0.44168027210884375	answer	Rien	-1	1	0.44168027210884375
12.651	8.041	ITI	Rien	0	0	0.0
20.692	0.4214739229024944	betty	214_toussez	0	0	0.0
21.113473922902493	1.0295260770975077	answer	Rien	-2	2	1.0295260770975077
22.143	7.463000000000001	ITI	Rien	0	0	0.0
29.606	0.4357142857142857	chloe	233_hallo	0	0	0.0
30.04171428571429	0.6332857142857122	answer	Rien	-3	3	0.6332857142857122
30.675	8.163	ITI	Rien	0	0	0.0
38.838	0.7627664399092969	anne	182_mardi	0	0	0.0
39.6007664399093	0.8902335600906994	answer	Rien	-1	1	0.8902335600906994
40.491	8.136000000000003	ITI	Rien	0	0	0.0
48.627	0.6545351473922902	betty	214_jeudi	0	0	0.0
49.28153514739229	0.9534648526077092	answer	Rien	-2	1	0.9534648526077092
50.235	8.579	ITI	Rien	0	0	0.0
58.814	0.7930385487528344	chloe	233_lundi	0	0	0.0
59.60703854875283	1.0539614512471687	answer	Rien	-3	3	1.0539614512471687
60.661	7.545000000000002	ITI	Rien	0	0	0.0
68.206	0.4672789115646258	betty	214_quatre	0	0	0.0
68.67327891156462	1.4617210884353824	answer	Rien	-2	2	1.4617210884353824
70.135	8.337999999999994	ITI	Rien	0	0	0.0
78.473	0.6878231292517006	anne	182_lundi	0	0	0.0
79.1608231292517	1.642176870748301	answer	Rien	-1	1	1.642176870748301
80.803	6.582999999999998	ITI	Rien	0	0	0.0
87.386	0.7373015873015873	chloe	233_jeudi	0	0	0.0
88.12330158730158	2.07169841269841	answer	Rien	-3	2	2.07169841269841
90.195	6.185000000000002	ITI	Rien	0	0	0.0
96.38	0.6907256235827665	anne	182_neutre	0	0	0.0
97.07072562358276	1.010274376417243	answer	Rien	-1	1	1.010274376417243
98.081	8.167000000000002	ITI	Rien	0	0	0.0
106.248	0.33918367346938777	betty	214_penser	0	0	0.0
106.5871836734694	1.6738163265305985	answer	Rien	-2	2	1.6738163265305985
108.261	6.980000000000004	ITI	Rien	0	0	0.0
115.241	0.4803174603174603	anne	182_pouvez	0	0	0.0
115.72131746031747	1.7036825396825321	answer	Rien	-1	2	1.7036825396825321
117.425	7.685000000000002	ITI	Rien	0	0	0.0
125.11	0.4849206349206349	betty	214_voyelle	0	0	0.0
125.59492063492064	1.0640793650793654	answer	Rien	-2	2	1.0640793650793654
126.659	9.512999999999991	ITI	Rien	0	0	0.0
136.172	0.5902040816326529	chloe	233_toussez	0	0	0.0
136.76220408163266	0.5387959183673274	answer	Rien	-3	3	0.5387959183673274
137.301	10.730000000000018	ITI	Rien	0	0	0.0
148.031	0.4	chloe	233_pouvez	0	0	0.0
148.431	1.4939999999999998	answer	Rien	-3	1	1.4939999999999998
149.925	7.0989999999999895	ITI	Rien	0	0	0.0
157.024	0.6176643990929706	anne	182_quatre	0	0	0.0
157.64166439909297	0.5653356009070194	answer	Rien	-1	1	0.5653356009070194
158.207	8.605999999999995	ITI	Rien	0	0	0.0
166.813	0.4126303854875283	anne	182_toussez	0	0	0.0
167.2256303854875	0.6793696145124954	answer	Rien	-1	2	0.6793696145124954
167.905	7.9010000000000105	ITI	Rien	0	0	0.0
175.806	0.5778684807256236	chloe	233_partie	0	0	0.0
176.38386848072562	0.3911315192743814	answer	Rien	-3	3	0.3911315192743814
176.775	8.900000000000006	ITI	Rien	0	0	0.0
185.675	0.6146031746031746	betty	214_francais	0	0	0.0
186.28960317460317	0.7213968253968233	answer	Rien	-2	2	0.7213968253968233
187.011	7.974999999999994	ITI	Rien	0	0	0.0
194.986	0.4461678004535147	anne	182_penser	0	0	0.0
195.4321678004535	0.7688321995464946	answer	Rien	-1	1	0.7688321995464946
196.201	8.655000000000001	ITI	Rien	0	0	0.0
204.856	0.8059410430839002	chloe	233_mardi	0	0	0.0
205.66194104308389	1.4490589569161045	answer	Rien	-3	1	1.4490589569161045
207.111	7.454000000000008	ITI	Rien	0	0	0.0
214.565	0.42	betty	214_partie	0	0	0.0
214.98499999999999	1.5400000000000205	answer	Rien	-2	2	1.5400000000000205
216.525	7.75	ITI	Rien	0	0	0.0
224.275	0.5071655328798186	betty	214_neutre	0	0	0.0
224.78216553287982	2.3488344671201844	answer	Rien	-2	1	2.3488344671201844
227.131	5.977000000000004	ITI	Rien	0	0	0.0
233.108	0.7329705215419501	chloe	233_quatre	0	0	0.0
233.84097052154195	2.794029478458043	answer	Rien	-3	3	2.794029478458043
236.635	5.467000000000013	ITI	Rien	0	0	0.0
242.102	0.3878458049886621	betty	214_pouvez	0	0	0.0
242.48984580498868	1.4211541950113258	answer	Rien	-2	2	1.4211541950113258
243.911	8.060000000000002	ITI	Rien	0	0	0.0
251.971	0.483061224489796	anne	182_partie	0	0	0.0
