acq_time	filename
2017-07-17T12:57:20	func/sub-36_task-identification_run-01_bold.nii.gz
2017-07-17T13:06:00	func/sub-36_task-identification_run-02_bold.nii.gz
2017-07-17T13:12:20	func/sub-36_task-identification_run-03_bold.nii.gz
2017-07-17T13:18:40	func/sub-36_task-identification_run-04_bold.nii.gz
2017-07-17T13:25:40	func/sub-36_task-localizer_bold.nii.gz
2017-07-17T15:09:20	func/sub-36_task-rest_bold.nii.gz
